Contract_ID,License_Type,Vendor,Start_Date,End_Date,Owner,Criticality,Days_to_Renewal,Renewal_Flag,Total_Users,Active_Users,Avg_Utilization_Pct,Total_Annual_Budget_USD,Total_Actual_Spend_USD,Spend%,Budget_Status,Total_True_Up_USD,Stages,Approval_Status,Max_Days_in_Stage
C-2053,Full,Microsoft,28-12-2023,10-12-2026,IT,High,342,Normal,260,198,76.46,1631,2554,1.565910484,Exceeded,923,Negotiation,Pending,7
C-2054,Contributor,Microsoft,17-05-2024,01-11-2026,Procurement,Medium,303,Normal,182,140,77.19,4914,2932,0.596662597,Healthy,-1982,Execution,Approved,5
C-2055,Collaborator,Databridge,16-09-2024,27-02-2026,Procurement,Low,56,Warning,245,60,24.5,3759,1035,0.275339186,Healthy,-2724,Execution,Approved,3
C-2056,Collaborator,Salesforce,29-12-2024,10-03-2026,IT,High,67,Warning,245,161,65.73,7150,7222,1.01006993,Exceeded,72,Approval,Pending,15
C-2057,Full,AWS,15-02-2025,06-04-2026,Procurement,Critical,94,Planning,260,216,83.42,4175,4037,0.966946108,Near Limit,-138,Negotiation,Pending,4
C-2058,Collaborator,Veloxa,04-06-2023,25-05-2026,IT,Medium,143,Planning,245,206,84.05,3762,1762,0.468367889,Healthy,-2000,Planning,Pending,13
C-2059,Contributor,Microsoft,27-11-2024,03-04-2026,Procurement,Medium,91,Planning,182,147,80.87,334,337,1.008982036,Exceeded,3,Approval,Pending,5
C-2060,Full,AWS,13-07-2024,18-01-2026,Finance,Critical,16,Critical,260,228,87.88,1712,1288,0.752336449,Healthy,-424,Execution,Approved,8
C-2061,Contributor,Salesforce,12-05-2024,20-03-2026,IT,High,77,Warning,320,204,63.84,8961,5042,0.562660417,Healthy,-3919,Approval,Pending,6
C-2062,Collaborator,Databridge,01-12-2024,07-05-2026,Procurement,Medium,125,Planning,98,67,68.37,1759,1165,0.66230813,Healthy,-594,Execution,Approved,7
C-2063,Contributor,Microsoft,23-03-2024,03-01-2027,IT,Medium,366,Normal,182,131,71.98,1977,1679,0.849266566,Near Limit,-298,Planning,Pending,10
C-2064,Contributor,Salesforce,13-08-2023,03-07-2026,Finance,Medium,182,Normal,320,179,56.03,3086,825,0.267336358,Healthy,-2261,Planning,Pending,17
C-2065,Full,Salesforce,29-08-2024,07-10-2026,Finance,High,278,Normal,210,160,76.48,3512,4606,1.311503417,Exceeded,1094,Approval,Approved,7
C-2066,Collaborator,Atlassify,29-07-2024,09-02-2026,Finance,Critical,38,Warning,245,210,85.67,180,59,0.327777778,Healthy,-121,Approval,Pending,4
C-2067,Collaborator,Prismly,17-12-2024,04-08-2026,IT,Critical,214,Normal,157,126,80.83,340,280,0.823529412,Near Limit,-60,Execution,Pending,4
C-2068,Collaborator,Databridge,21-08-2023,22-01-2026,Procurement,Medium,20,Critical,245,164,66.83,2178,1172,0.538108356,Healthy,-1006,Execution,Pending,10
C-2069,Collaborator,Microsoft,24-01-2025,07-11-2026,IT,High,309,Normal,161,33,20.72,3916,671,0.171348315,Healthy,-3245,Planning,Pending,6
C-2070,Contributor,AWS,27-11-2023,28-11-2026,Finance,Critical,330,Normal,145,139,96.48,580,476,0.820689655,Near Limit,-104,Negotiation,Pending,10
C-2071,Contributor,Salesforce,09-05-2024,10-02-2026,Finance,High,39,Warning,320,190,59.56,12529,7360,0.587437146,Healthy,-5169,Negotiation,Pending,6
C-2072,Full,Salesforce,20-02-2025,13-12-2026,Finance,Medium,345,Normal,210,115,54.76,2017,1347,0.6678235,Healthy,-670,Negotiation,Pending,3
C-2073,Collaborator,Nexaflow,19-03-2024,27-01-2026,IT,Critical,25,Critical,157,86,55.1,347,325,0.936599424,Near Limit,-22,Planning,Pending,3
C-2074,Collaborator,Microsoft,27-01-2025,04-08-2026,Procurement,Critical,214,Normal,161,130,80.65,3451,2252,0.652564474,Healthy,-1199,Approval,Approved,10
C-2075,Full,AWS,23-11-2023,12-10-2026,Procurement,High,283,Normal,260,192,73.92,1969,779,0.395632301,Healthy,-1190,Negotiation,Pending,15
C-2076,Collaborator,Salesforce,22-04-2024,19-04-2026,Procurement,Critical,107,Planning,245,201,81.97,5146,4641,0.901865527,Near Limit,-505,Planning,Pending,5
C-2077,Full,AWS,19-05-2023,20-03-2026,IT,High,77,Warning,260,208,80.23,1957,959,0.490035769,Healthy,-998,Approval,Approved,7
C-2078,Contributor,Microsoft,25-06-2025,19-09-2026,Finance,Critical,260,Normal,182,98,53.78,5405,4510,0.834412581,Near Limit,-895,Negotiation,Pending,12
C-2079,Collaborator,Microsoft,06-02-2025,08-03-2026,IT,Critical,65,Warning,161,121,75.37,7194,6640,0.922991382,Near Limit,-554,Planning,Pending,14
C-2080,Collaborator,Prismly,16-11-2023,09-01-2026,IT,Medium,7,Critical,157,40,25.54,1829,1368,0.747949699,Healthy,-461,Negotiation,Pending,5
C-2081,Collaborator,Microsoft,11-09-2023,31-07-2026,Finance,Critical,210,Normal,161,122,76.05,3635,5819,1.600825309,Exceeded,2184,Approval,Pending,17
C-2082,Collaborator,Veloxa,11-07-2024,06-02-2026,Procurement,Medium,35,Warning,157,26,16.75,3932,1228,0.312309257,Healthy,-2704,Planning,Pending,16
C-2083,Contributor,AWS,14-01-2025,21-07-2026,Finance,Critical,200,Normal,145,124,85.52,1158,382,0.329879102,Healthy,-776,Planning,Pending,9
C-2084,Contributor,AWS,20-10-2024,14-01-2026,IT,High,12,Critical,145,117,81.17,3149,1520,0.482692918,Healthy,-1629,Planning,Pending,17
C-2085,Collaborator,Cloudora,25-01-2024,29-01-2027,Finance,Critical,392,Normal,157,110,70.06,3061,924,0.301862137,Healthy,-2137,Execution,Approved,16
C-2086,Collaborator,Microsoft,26-03-2025,07-02-2027,Finance,High,401,Normal,161,140,87.22,274,389,1.419708029,Exceeded,115,Execution,Approved,13
C-2087,Collaborator,Databridge,20-02-2025,29-12-2026,IT,High,361,Normal,245,183,74.48,4319,4194,0.971058115,Near Limit,-125,Approval,Pending,8
C-2088,Full,Microsoft,13-06-2025,14-08-2026,Finance,High,224,Normal,210,136,65,1745,1762,1.00974212,Exceeded,17,Negotiation,Pending,7
C-2089,Full,AWS,15-04-2024,24-09-2026,Finance,Medium,265,Normal,260,195,75.12,2362,519,0.219729043,Healthy,-1843,Execution,Approved,13
C-2090,Contributor,Microsoft,25-03-2024,20-01-2027,Procurement,Medium,383,Normal,182,142,78.18,3277,2777,0.847421422,Near Limit,-500,Negotiation,Pending,6
C-2091,Collaborator,Databridge,20-01-2025,13-03-2026,Procurement,Critical,70,Warning,245,214,87.42,4431,1871,0.422252313,Healthy,-2560,Execution,Pending,17
C-2092,Collaborator,Cloudora,16-01-2025,05-03-2026,Finance,High,62,Warning,245,184,75.21,2410,991,0.41120332,Healthy,-1419,Planning,Pending,10
C-2093,Collaborator,Databridge,28-06-2025,27-10-2026,IT,Medium,298,Normal,157,140,89.17,1814,409,0.225468578,Healthy,-1405,Planning,Pending,4
C-2094,Collaborator,Veloxa,31-07-2024,17-03-2026,Finance,High,74,Warning,157,32,20.7,180,87,0.483333333,Healthy,-93,Execution,Approved,4
C-2095,Collaborator,Databridge,23-12-2024,26-07-2026,IT,Medium,205,Normal,245,157,64.18,2572,5837,2.269440124,Exceeded,3265,Execution,Pending,14
C-2096,Collaborator,Prismly,24-12-2023,29-07-2026,Procurement,Critical,208,Normal,245,176,71.63,411,191,0.464720195,Healthy,-220,Planning,Pending,15
C-2097,Collaborator,Nexaflow,03-12-2025,09-01-2027,Finance,Medium,372,Normal,157,127,81.08,2261,2186,0.966828837,Near Limit,-75,Approval,Approved,10
C-2098,Contributor,Microsoft,22-05-2025,05-10-2026,IT,Critical,276,Normal,182,149,81.8,2888,1086,0.376038781,Healthy,-1802,Planning,Approved,17
C-2099,Collaborator,Prismly,08-04-2025,03-06-2026,Finance,High,152,Planning,245,219,89.17,5325,1578,0.296338028,Healthy,-3747,Execution,Approved,17
C-2100,Collaborator,Microsoft,10-06-2023,15-03-2026,IT,Critical,72,Warning,161,106,66.13,4436,9605,2.165238954,Exceeded,5169,Execution,Pending,10
C-2101,Collaborator,Microsoft,08-05-2024,13-07-2026,Finance,Medium,192,Normal,161,115,71.84,3321,528,0.158988257,Healthy,-2793,Execution,Approved,4
C-2102,Contributor,Microsoft,09-12-2024,16-08-2026,IT,Critical,226,Normal,182,148,81.63,1645,1615,0.981762918,Near Limit,-30,Planning,Pending,15
C-2103,Contributor,Microsoft,22-01-2025,01-07-2026,Finance,High,180,Planning,182,160,88.05,1597,1434,0.897933626,Near Limit,-163,Execution,Approved,7
C-2104,Contributor,Veloxa,25-06-2025,10-10-2026,Finance,High,281,Normal,320,170,53.37,7908,1729,0.218639353,Healthy,-6179,Execution,Approved,10
C-2105,Contributor,AWS,05-01-2024,16-08-2026,IT,Critical,226,Normal,145,122,84.62,1582,1209,0.764222503,Healthy,-373,Planning,Approved,5
C-2106,Contributor,AWS,27-12-2024,17-05-2026,IT,Medium,135,Planning,145,110,76.48,2995,1803,0.602003339,Healthy,-1192,Planning,Pending,8
C-2107,Contributor,Microsoft,22-10-2023,05-03-2026,Procurement,High,62,Warning,182,165,90.79,3428,3115,0.908693116,Near Limit,-313,Planning,Approved,5
C-2108,Collaborator,Veloxa,22-11-2024,09-04-2026,IT,High,97,Planning,245,68,28,1450,1464,1.009655172,Exceeded,14,Approval,Pending,15
C-2109,Full,AWS,16-11-2025,11-01-2027,Finance,High,374,Normal,260,221,85.31,337,406,1.204747774,Exceeded,69,Planning,Pending,5
C-2110,Collaborator,Salesforce,04-03-2024,10-09-2026,IT,Medium,251,Normal,98,89,90.92,911,301,0.330406147,Healthy,-610,Planning,Pending,7
C-2111,Collaborator,Microsoft,01-05-2024,26-01-2026,IT,Critical,24,Critical,161,113,70.22,304,342,1.125,Exceeded,38,Approval,Pending,6
C-2112,Collaborator,Databridge,13-04-2025,01-01-2027,Procurement,Critical,364,Normal,245,156,63.74,4096,829,0.202392578,Healthy,-3267,Planning,Approved,8
C-2113,Collaborator,Microsoft,11-02-2024,15-05-2026,Procurement,Critical,133,Planning,161,45,28.16,3726,3763,1.00993022,Exceeded,37,Planning,Pending,7
C-2114,Contributor,Microsoft,24-09-2024,18-06-2026,Finance,Medium,167,Planning,182,141,77.47,3630,1752,0.482644628,Healthy,-1878,Approval,Pending,11
C-2115,Contributor,AWS,28-07-2024,10-03-2026,IT,Medium,67,Warning,145,122,84.62,3356,1262,0.376042908,Healthy,-2094,Negotiation,Pending,11
C-2116,Collaborator,Microsoft,01-03-2025,12-03-2026,IT,Medium,69,Warning,161,121,75.62,5730,5240,0.914485166,Near Limit,-490,Approval,Approved,4
C-2117,Collaborator,Microsoft,28-05-2025,25-09-2026,Finance,Medium,266,Normal,161,132,82.44,283,196,0.692579505,Healthy,-87,Planning,Pending,15
C-2118,Collaborator,Prismly,16-10-2023,10-07-2026,Finance,High,189,Normal,245,172,70.37,180,138,0.766666667,Healthy,-42,Execution,Pending,13
C-2119,Collaborator,Salesforce,01-02-2025,15-12-2026,IT,Medium,347,Normal,98,73,74.59,4658,4705,1.010090167,Exceeded,47,Planning,Pending,9
C-2120,Full,Salesforce,09-04-2024,22-05-2026,Finance,Medium,140,Planning,210,29,13.86,180,182,1.011111111,Exceeded,2,Execution,Approved,7
C-2121,Contributor,Microsoft,20-09-2023,25-01-2026,IT,Medium,23,Critical,182,138,75.66,3417,2792,0.817091016,Near Limit,-625,Negotiation,Approved,8
C-2122,Full,Microsoft,24-06-2024,09-04-2026,Finance,Medium,97,Planning,260,183,70.42,3341,2164,0.647710266,Healthy,-1177,Negotiation,Approved,4
C-2123,Contributor,Microsoft,23-06-2024,04-03-2026,Finance,Medium,61,Warning,182,128,70.29,4023,3123,0.776286353,Healthy,-900,Planning,Pending,15
C-2124,Collaborator,Cloudora,14-12-2024,25-12-2026,Finance,Medium,357,Normal,245,166,67.68,550,448,0.814545455,Near Limit,-102,Planning,Pending,16
C-2125,Collaborator,Prismly,01-02-2024,06-10-2026,IT,Medium,277,Normal,245,200,81.64,4573,2440,0.533566586,Healthy,-2133,Planning,Pending,11
C-2126,Full,Microsoft,15-04-2025,25-01-2027,Procurement,High,388,Normal,260,209,80.69,408,236,0.578431373,Healthy,-172,Approval,Pending,13
C-2127,Collaborator,Cloudora,15-09-2023,10-08-2026,Finance,Medium,220,Normal,157,34,21.78,180,182,1.011111111,Exceeded,2,Negotiation,Pending,9
C-2128,Contributor,Microsoft,10-01-2024,12-07-2026,IT,High,191,Normal,182,124,68.31,9908,8925,0.900787243,Near Limit,-983,Execution,Pending,7
C-2129,Collaborator,Veloxa,12-02-2025,23-12-2026,Finance,High,355,Normal,157,117,74.97,1383,1121,0.810556761,Near Limit,-262,Planning,Pending,9
C-2130,Contributor,Salesforce,28-05-2023,20-05-2026,Finance,Critical,138,Planning,320,188,58.81,3862,708,0.183324702,Healthy,-3154,Approval,Pending,11
C-2131,Collaborator,Prismly,25-10-2024,19-01-2026,Procurement,High,17,Critical,245,55,22.39,4886,4303,0.880679492,Near Limit,-583,Negotiation,Pending,8
C-2132,Collaborator,Cloudora,19-05-2024,28-11-2026,Finance,Medium,330,Normal,98,87,88.88,3218,2985,0.927594779,Near Limit,-233,Negotiation,Pending,12
C-2133,Collaborator,Microsoft,17-10-2025,03-02-2027,IT,High,397,Normal,161,117,72.95,2156,631,0.292671614,Healthy,-1525,Planning,Pending,11
C-2134,Collaborator,Microsoft,06-04-2025,16-12-2026,Finance,Medium,348,Normal,161,132,81.89,663,618,0.932126697,Near Limit,-45,Approval,Approved,3
C-2135,Collaborator,Cloudora,28-03-2024,01-07-2026,Procurement,Medium,180,Planning,245,173,70.41,1573,579,0.368086459,Healthy,-994,Planning,Pending,13
C-2136,Full,Salesforce,23-12-2023,01-05-2026,Procurement,Critical,119,Planning,210,179,85.67,4830,18377,3.804761905,Exceeded,13547,Negotiation,Pending,5
C-2137,Collaborator,Veloxa,21-03-2025,17-02-2027,IT,Medium,411,Normal,157,129,82.55,6904,5898,0.85428737,Near Limit,-1006,Approval,Approved,14
C-2138,Contributor,Microsoft,21-05-2024,10-04-2026,Finance,Medium,98,Planning,182,138,75.77,3019,2424,0.802914872,Near Limit,-595,Negotiation,Pending,10
C-2139,Collaborator,Veloxa,11-02-2024,22-02-2026,IT,High,51,Warning,157,124,79.36,6358,4585,0.721138723,Healthy,-1773,Planning,Pending,4
C-2140,Collaborator,Microsoft,31-01-2023,01-02-2026,IT,High,30,Critical,161,134,83.19,287,187,0.651567944,Healthy,-100,Planning,Approved,8
C-2141,Collaborator,Microsoft,14-08-2024,18-05-2026,IT,Medium,136,Planning,161,107,66.5,3039,2911,0.957880882,Near Limit,-128,Approval,Pending,3
C-2142,Contributor,Microsoft,01-02-2025,09-02-2026,Procurement,Medium,38,Warning,182,160,87.88,3703,944,0.254928436,Healthy,-2759,Planning,Pending,11
C-2143,Collaborator,Nexaflow,17-02-2025,11-09-2026,Finance,High,252,Normal,98,79,81.53,3317,1786,0.538438348,Healthy,-1531,Negotiation,Pending,12
C-2144,Contributor,AWS,06-11-2023,11-03-2026,Procurement,Critical,68,Warning,145,119,82.62,285,269,0.943859649,Near Limit,-16,Planning,Pending,14
C-2145,Collaborator,Nexaflow,09-12-2023,19-02-2026,Procurement,Critical,48,Warning,157,45,29.11,8007,8087,1.009991258,Exceeded,80,Approval,Pending,16
C-2146,Contributor,Microsoft,27-02-2025,10-01-2027,Finance,High,373,Normal,182,36,20.07,473,371,0.78435518,Healthy,-102,Negotiation,Pending,15
C-2147,Full,Salesforce,28-05-2025,05-10-2026,Procurement,Medium,276,Normal,210,144,68.86,1076,921,0.855947955,Near Limit,-155,Approval,Approved,6
C-2148,Full,Salesforce,03-09-2025,26-02-2027,Procurement,Medium,420,Normal,210,52,24.81,5107,1529,0.29939299,Healthy,-3578,Approval,Approved,6
C-2149,Contributor,Microsoft,28-09-2023,30-01-2026,Finance,Medium,28,Critical,182,138,75.82,2064,1373,0.665213178,Healthy,-691,Planning,Pending,15
C-2150,Collaborator,Salesforce,08-09-2023,06-09-2026,IT,High,247,Normal,98,75,76.63,5123,4544,0.886980285,Near Limit,-579,Negotiation,Approved,6
C-2151,Contributor,AWS,03-03-2023,03-01-2026,IT,Medium,1,Critical,145,145,100,180,29,0.161111111,Healthy,-151,Execution,Pending,7
C-2152,Full,AWS,06-07-2024,09-10-2026,Finance,High,280,Normal,260,204,78.81,4314,2115,0.490264256,Healthy,-2199,Execution,Pending,7
C-2153,Collaborator,Microsoft,22-02-2024,22-07-2026,Procurement,Medium,201,Normal,161,104,64.83,1860,446,0.239784946,Healthy,-1414,Planning,Pending,11
C-2154,Full,AWS,17-10-2024,26-10-2026,Finance,Critical,297,Normal,260,231,89.04,4631,1987,0.429064997,Healthy,-2644,Planning,Pending,13
C-2155,Collaborator,Microsoft,18-12-2025,18-01-2027,Procurement,Medium,381,Normal,161,114,70.97,3809,1528,0.401155159,Healthy,-2281,Negotiation,Pending,9
C-2156,Collaborator,Microsoft,13-02-2025,05-06-2026,Procurement,Critical,154,Planning,161,104,64.64,1380,553,0.400724638,Healthy,-827,Approval,Approved,10
C-2157,Collaborator,Cloudora,15-04-2025,20-02-2027,Procurement,High,414,Normal,245,171,69.96,10094,8273,0.819595799,Near Limit,-1821,Planning,Approved,12
C-2158,Collaborator,Nexaflow,17-11-2024,30-06-2026,Procurement,Medium,179,Planning,245,173,70.41,5130,3119,0.607992203,Healthy,-2011,Planning,Pending,4
C-2159,Contributor,AWS,01-03-2024,02-12-2026,Finance,High,334,Normal,182,146,80.32,5900,7979,1.352372881,Exceeded,2079,Approval,Pending,7
C-2160,Contributor,Salesforce,17-10-2024,05-02-2026,IT,High,34,Warning,320,219,68.69,496,246,0.495967742,Healthy,-250,Planning,Pending,9
C-2161,Collaborator,Salesforce,28-08-2023,04-02-2026,Procurement,Medium,33,Warning,98,69,70.71,1021,623,0.610186092,Healthy,-398,Planning,Approved,3
C-2162,Contributor,Databridge,01-10-2023,11-06-2026,Finance,High,160,Planning,320,202,63.22,4973,3575,0.718881963,Healthy,-1398,Planning,Pending,17
C-2163,Collaborator,Microsoft,17-09-2024,01-07-2026,Procurement,High,180,Planning,161,122,75.99,395,326,0.825316456,Near Limit,-69,Planning,Pending,5
C-2164,Contributor,Microsoft,20-11-2023,30-05-2026,Finance,Medium,148,Planning,182,132,72.59,4584,2546,0.555410122,Healthy,-2038,Planning,Pending,12
C-2165,Contributor,Microsoft,28-09-2023,25-06-2026,Procurement,Medium,174,Planning,182,132,72.81,632,638,1.009493671,Exceeded,6,Execution,Approved,9
C-2166,Collaborator,Prismly,12-12-2024,22-12-2026,Finance,Medium,354,Normal,157,44,28.6,5716,1130,0.197690693,Healthy,-4586,Negotiation,Pending,10
C-2167,Collaborator,Nexaflow,09-12-2024,22-05-2026,Procurement,Critical,140,Planning,245,180,73.54,4367,2605,0.59651935,Healthy,-1762,Approval,Pending,15
C-2168,Contributor,Microsoft,15-12-2023,10-10-2026,Procurement,Medium,281,Normal,182,159,87.66,741,333,0.449392713,Healthy,-408,Approval,Approved,7
C-2169,Full,Salesforce,31-03-2025,14-07-2026,IT,Medium,193,Normal,210,124,59.05,3854,3409,0.884535547,Near Limit,-445,Negotiation,Pending,7
C-2170,Collaborator,Cloudora,30-06-2024,19-01-2026,Finance,Critical,17,Critical,157,116,74.46,8976,9066,1.010026738,Exceeded,90,Execution,Pending,11
C-2171,Collaborator,Microsoft,01-01-2025,30-01-2026,IT,Critical,28,Critical,161,107,66.94,1810,1828,1.009944751,Exceeded,18,Execution,Approved,5
C-2172,Collaborator,Microsoft,28-01-2024,28-01-2026,IT,High,26,Critical,161,127,79.28,2287,3648,1.595102755,Exceeded,1361,Approval,Pending,13
C-2173,Collaborator,Databridge,17-10-2025,26-02-2027,Finance,High,420,Normal,245,191,77.78,2523,1411,0.559254855,Healthy,-1112,Execution,Approved,6
C-2174,Contributor,Microsoft,10-11-2023,08-02-2026,Finance,High,37,Warning,182,100,55.15,1267,316,0.249408051,Healthy,-951,Negotiation,Pending,15
C-2175,Full,AWS,24-01-2025,05-12-2026,IT,High,337,Normal,260,50,19.27,559,274,0.490161002,Healthy,-285,Planning,Pending,16
C-2176,Contributor,AWS,27-11-2024,18-05-2026,Procurement,Medium,136,Planning,182,135,74.29,2975,808,0.271596639,Healthy,-2167,Planning,Pending,5
C-2177,Full,Salesforce,08-08-2024,02-04-2026,Procurement,High,90,Warning,210,135,64.33,2883,2719,0.943114811,Near Limit,-164,Planning,Pending,5
C-2178,Full,Salesforce,07-02-2025,09-11-2026,Finance,High,311,Normal,210,156,74.71,6179,5409,0.875384366,Near Limit,-770,Negotiation,Pending,13
C-2179,Collaborator,Atlassify,15-09-2023,11-04-2026,IT,High,99,Planning,245,188,76.84,308,368,1.194805195,Exceeded,60,Approval,Approved,12
C-2180,Contributor,Microsoft,12-12-2025,02-01-2027,IT,Medium,365,Normal,182,152,83.33,675,470,0.696296296,Healthy,-205,Planning,Pending,17
C-2181,Collaborator,Databridge,21-08-2024,21-06-2026,Finance,Medium,170,Planning,245,164,66.87,1703,433,0.254257193,Healthy,-1270,Execution,Pending,9
C-2182,Collaborator,Salesforce,07-12-2023,10-05-2026,Finance,Critical,128,Planning,98,78,79.59,4251,3508,0.825217596,Near Limit,-743,Execution,Approved,6
C-2183,Contributor,Microsoft,10-06-2025,03-09-2026,Procurement,Critical,244,Normal,182,164,90.41,3511,599,0.170606665,Healthy,-2912,Approval,Pending,13
C-2184,Collaborator,Cloudora,12-12-2023,31-03-2026,Procurement,High,88,Warning,157,109,69.43,5087,2187,0.429919402,Healthy,-2900,Negotiation,Approved,11
C-2185,Contributor,Microsoft,07-06-2023,13-04-2026,IT,Critical,101,Planning,182,140,76.75,435,355,0.816091954,Near Limit,-80,Planning,Pending,6
C-2186,Collaborator,Prismly,03-10-2023,16-02-2026,Procurement,High,45,Warning,245,183,74.64,5495,3453,0.628389445,Healthy,-2042,Approval,Approved,6
C-2187,Contributor,Microsoft,31-07-2024,23-01-2026,IT,High,21,Critical,182,135,74.23,1443,1199,0.830907831,Near Limit,-244,Planning,Pending,13
C-2188,Contributor,Microsoft,27-06-2024,30-07-2026,Finance,Critical,209,Normal,182,133,73.08,8719,4353,0.499254502,Healthy,-4366,Approval,Pending,7
C-2189,Full,Salesforce,07-07-2024,10-04-2026,Finance,High,98,Planning,210,148,70.52,6917,2374,0.343212375,Healthy,-4543,Approval,Approved,17
C-2190,Contributor,Microsoft,16-06-2025,06-11-2026,Procurement,Critical,308,Normal,182,133,73.25,2451,2386,0.973480212,Near Limit,-65,Approval,Approved,17
C-2191,Collaborator,Veloxa,07-08-2024,18-07-2026,IT,Critical,197,Normal,245,168,68.46,2768,2388,0.862716763,Near Limit,-380,Planning,Pending,12
C-2192,Collaborator,Cloudora,26-06-2024,22-03-2026,IT,Critical,79,Warning,157,122,77.96,752,658,0.875,Near Limit,-94,Execution,Pending,17
C-2193,Contributor,AWS,14-07-2023,10-05-2026,Finance,Critical,128,Planning,145,42,29.38,5097,3057,0.599764567,Healthy,-2040,Planning,Pending,13
C-2194,Collaborator,Atlassify,26-08-2023,20-03-2026,Finance,Critical,77,Warning,245,184,74.93,2287,744,0.325317009,Healthy,-1543,Planning,Pending,17
C-2195,Collaborator,Microsoft,14-07-2024,16-11-2026,Procurement,High,318,Normal,161,125,77.92,3834,3443,0.898017736,Near Limit,-391,Planning,Pending,10
C-2196,Collaborator,Veloxa,18-04-2025,26-02-2027,Finance,Medium,420,Normal,157,120,76.94,4074,1842,0.452135493,Healthy,-2232,Planning,Pending,4
C-2197,Contributor,AWS,14-11-2023,13-04-2026,Procurement,Medium,101,Planning,145,121,84,3621,2609,0.720519194,Healthy,-1012,Planning,Pending,4
C-2198,Collaborator,Microsoft,15-03-2024,10-07-2026,Finance,Medium,189,Normal,161,144,89.83,3005,725,0.241264559,Healthy,-2280,Planning,Pending,17
C-2199,Full,Salesforce,12-12-2024,08-02-2027,Finance,High,402,Normal,210,122,58.14,6333,5971,0.942839097,Near Limit,-362,Execution,Approved,10
C-2200,Collaborator,Nexaflow,22-12-2023,22-08-2026,IT,High,232,Normal,157,25,16.43,315,266,0.844444444,Near Limit,-49,Execution,Approved,8
C-2201,Contributor,Microsoft,04-06-2025,22-11-2026,IT,Critical,324,Normal,182,139,76.21,318,73,0.229559748,Healthy,-245,Negotiation,Pending,3
C-2202,Collaborator,Nexaflow,10-03-2024,03-12-2026,Procurement,Medium,335,Normal,157,126,80.83,3358,2041,0.607802263,Healthy,-1317,Negotiation,Approved,7
C-2203,Collaborator,Microsoft,23-07-2024,01-04-2026,Procurement,Medium,89,Warning,161,108,67.25,3037,2515,0.828119855,Near Limit,-522,Negotiation,Pending,16
C-2204,Contributor,Microsoft,17-01-2024,07-03-2026,IT,High,64,Warning,182,152,83.83,2068,742,0.358800774,Healthy,-1326,Approval,Approved,9
C-2205,Collaborator,Veloxa,25-11-2025,02-01-2027,IT,Medium,365,Normal,245,195,79.45,5714,3546,0.620581029,Healthy,-2168,Approval,Pending,10
C-2206,Collaborator,Databridge,20-07-2024,03-02-2026,Procurement,Critical,32,Warning,245,169,68.95,4819,2671,0.55426437,Healthy,-2148,Negotiation,Approved,10
C-2207,Collaborator,Prismly,08-08-2025,24-11-2026,Procurement,High,326,Normal,157,122,78.09,788,801,1.016497462,Exceeded,13,Execution,Pending,16
C-2208,Contributor,Microsoft,14-05-2023,25-01-2026,Finance,High,23,Critical,182,154,84.92,3432,1926,0.561188811,Healthy,-1506,Execution,Pending,5
C-2209,Contributor,AWS,12-12-2024,26-12-2026,Procurement,Medium,358,Normal,145,125,86.28,295,602,2.040677966,Exceeded,307,Approval,Pending,7
C-2210,Collaborator,Databridge,24-09-2024,23-10-2026,Procurement,Medium,294,Normal,245,163,66.34,3824,3765,0.98457113,Near Limit,-59,Planning,Pending,3
C-2211,Full,AWS,24-12-2023,13-02-2026,Finance,Medium,42,Warning,260,224,86.31,469,454,0.968017058,Near Limit,-15,Planning,Pending,6
C-2212,Contributor,Microsoft,02-08-2024,23-02-2027,Procurement,Medium,417,Normal,182,166,91.23,4583,3939,0.85948069,Near Limit,-644,Planning,Pending,14
C-2213,Collaborator,Microsoft,21-04-2025,12-10-2026,Procurement,Critical,283,Normal,161,120,74.44,2849,645,0.226395226,Healthy,-2204,Approval,Pending,13
C-2214,Collaborator,Microsoft,19-01-2024,05-07-2026,Procurement,High,184,Normal,161,131,81.45,745,695,0.932885906,Near Limit,-50,Planning,Approved,5
C-2215,Collaborator,Nexaflow,03-10-2023,20-08-2026,Finance,Critical,230,Normal,245,181,73.91,702,521,0.742165242,Healthy,-181,Planning,Approved,7
C-2216,Contributor,AWS,12-09-2024,25-11-2026,IT,Medium,327,Normal,145,123,85.24,2715,4053,1.49281768,Exceeded,1338,Planning,Pending,10
C-2217,Full,Salesforce,09-08-2023,10-04-2026,IT,High,98,Planning,210,143,68.1,2956,2039,0.689783491,Healthy,-917,Planning,Approved,7
C-2218,Collaborator,Microsoft,05-12-2024,30-09-2026,Procurement,Medium,271,Normal,161,108,67.37,367,347,0.945504087,Near Limit,-20,Approval,Pending,5
C-2219,Collaborator,Nexaflow,01-12-2024,17-09-2026,Finance,High,258,Normal,245,169,69.03,456,408,0.894736842,Near Limit,-48,Planning,Pending,3
C-2220,Contributor,Microsoft,28-04-2024,19-09-2026,Procurement,High,260,Normal,182,45,25.16,3843,1619,0.421285454,Healthy,-2224,Planning,Approved,12
C-2221,Full,Salesforce,08-02-2024,14-03-2026,Procurement,High,71,Warning,210,148,70.76,417,217,0.520383693,Healthy,-200,Approval,Pending,14
